id,transaction,android_id,slip_number,order_type,payment_method,items_json,total,status,source,table_number,customer_name,is_unpaid,order_mode,created_at,updated_at
37,"{""id"": 34, ""order_detail"": {""id"": 37, ""slip_number"": ""9405893"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": ""5"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1}, {""productId"": 5, ""name"": ""Sprite - 1 Glass"", ""price"": 30, ""quantity"": 1}, {""productId"": 4, ""name"": ""Royal - 1 Glass"", ""price"": 30, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""438.00"", ""completed_at"": ""2026-05-06T20:02:57.981963+08:00"", ""order"": 37}",,9405893,TAKE_OUT,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1}, {""productId"": 5, ""name"": ""Sprite - 1 Glass"", ""price"": 30, ""quantity"": 1}, {""productId"": 4, ""name"": ""Royal - 1 Glass"", ""price"": 30, ""quantity"": 1}]",438.00,COMPLETED,walk-in,5,,False,REGULAR,2026-06-04T03:46:31.898665+08:00,2026-06-04T03:46:31.898665+08:00
38,"{""id"": 36, ""order_detail"": {""id"": 38, ""slip_number"": ""9405894"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""2"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""358.00"", ""completed_at"": ""2026-05-06T20:03:00+08:00"", ""order"": 38}",,9405894,DINE_IN,GCASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}]",358.00,COMPLETED,walk-in,2,,False,REGULAR,2026-06-04T03:46:31.883504+08:00,2026-06-04T03:46:31.883504+08:00
39,"{""id"": 37, ""order_detail"": {""id"": 39, ""slip_number"": ""9405895"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""1084.00"", ""completed_at"": ""2026-05-06T20:41:34.416232+08:00"", ""order"": 39}",,9405895,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1}]",1084.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:31.859231+08:00,2026-06-04T03:46:31.859231+08:00
40,"{""id"": 35, ""order_detail"": {""id"": 40, ""slip_number"": ""9405896"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 3}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""507.00"", ""completed_at"": ""2026-05-06T20:42:00+08:00"", ""order"": 40}",,9405896,DINE_IN,GCASH,"[{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 3}]",507.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:31.845473+08:00,2026-06-04T03:46:31.845473+08:00
41,"{""id"": 38, ""order_detail"": {""id"": 41, ""slip_number"": ""9405897"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 4}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 2}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""1213.00"", ""completed_at"": ""2026-05-06T21:03:54.430997+08:00"", ""order"": 41}",,9405897,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 4}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 2}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1}]",1213.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:31.832436+08:00,2026-06-04T03:46:31.832436+08:00
42,"{""id"": 40, ""order_detail"": {""id"": 42, ""slip_number"": ""9405898"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1}, {""productId"": 1, ""name"": ""Coke - 1 Glass"", ""price"": 30, ""quantity"": 3}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""557.00"", ""completed_at"": ""2026-05-06T21:15:25.886256+08:00"", ""order"": 42}",,9405898,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1}, {""productId"": 1, ""name"": ""Coke - 1 Glass"", ""price"": 30, ""quantity"": 3}]",557.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:31.820198+08:00,2026-06-04T03:46:31.820198+08:00
43,"{""id"": 41, ""order_detail"": {""id"": 43, ""slip_number"": ""9405899"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 9, ""name"": ""BBQ - Unli"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""298.00"", ""completed_at"": ""2026-05-06T21:15:26.795040+08:00"", ""order"": 43}",,9405899,DINE_IN,CASH,"[{""productId"": 9, ""name"": ""BBQ - Unli"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1}]",298.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:31.803556+08:00,2026-06-04T03:46:31.803556+08:00
44,"{""id"": 39, ""order_detail"": {""id"": 44, ""slip_number"": ""9405900"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 9, ""name"": ""BBQ - Unli"", ""price"": 149, ""quantity"": 1}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""358.00"", ""completed_at"": ""2026-05-06T21:17:00+08:00"", ""order"": 44}",,9405900,DINE_IN,GCASH,"[{""productId"": 9, ""name"": ""BBQ - Unli"", ""price"": 149, ""quantity"": 1}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2}]",358.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:31.780168+08:00,2026-06-04T03:46:31.780168+08:00
45,"{""id"": 43, ""order_detail"": {""id"": 45, ""slip_number"": ""9405901"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 1, ""name"": ""Coke - 1 Glass"", ""price"": 30, ""quantity"": 2}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""60.00"", ""completed_at"": ""2026-05-06T21:53:00+08:00"", ""order"": 45}",,9405901,DINE_IN,CASH,"[{""productId"": 1, ""name"": ""Coke - 1 Glass"", ""price"": 30, ""quantity"": 2}]",60.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:31.766647+08:00,2026-06-04T03:46:31.766647+08:00
46,"{""id"": 42, ""order_detail"": {""id"": 46, ""slip_number"": ""9405902"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": """", ""items_json"": [{""productId"": 8, ""name"": ""Liempo - Only"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-06T21:54:08.495342+08:00"", ""order"": 46}",,9405902,DINE_IN,GCASH,"[{""productId"": 8, ""name"": ""Liempo - Only"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:31.764649+08:00,2026-06-04T03:46:31.764649+08:00
47,"{""id"": 44, ""order_detail"": {""id"": 47, ""slip_number"": ""9405906"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 4, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 4, ""name"": ""Royal - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""1009.00"", ""completed_at"": ""2026-05-06T22:23:00+08:00"", ""order"": 47}",,9405906,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 4, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 4, ""name"": ""Royal - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1}]",1009.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:31.736988+08:00,2026-06-04T03:46:31.736988+08:00
48,"{""id"": 45, ""order_detail"": {""id"": 48, ""slip_number"": ""9405907"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 20}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""266.20"", ""completed_at"": ""2026-05-06T22:31:03.511058+08:00"", ""order"": 48}",,9405907,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 20}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}]",266.20,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:31.733979+08:00,2026-06-04T03:46:31.733979+08:00
49,"{""id"": 46, ""order_detail"": {""id"": 49, ""slip_number"": ""9405908"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""2"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""348.00"", ""completed_at"": ""2026-05-06T22:37:18.724010+08:00"", ""order"": 49}",,9405908,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1, ""discount"": 0}]",348.00,COMPLETED,walk-in,2,,False,REGULAR,2026-06-04T03:46:31.711212+08:00,2026-06-04T03:46:31.711212+08:00
50,"{""id"": 47, ""order_detail"": {""id"": 50, ""slip_number"": ""9405903"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 9, ""name"": ""BBQ - Unli"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1 Glass"", ""price"": 30, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-06T22:20:00+08:00"", ""order"": 50}",,9405903,DINE_IN,CASH,"[{""productId"": 9, ""name"": ""BBQ - Unli"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1 Glass"", ""price"": 30, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:31.688881+08:00,2026-06-04T03:46:31.688881+08:00
51,"{""id"": 48, ""order_detail"": {""id"": 51, ""slip_number"": ""9405904"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": """", ""items_json"": [{""productId"": 8, ""name"": ""Liempo - Only"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-06T22:21:00+08:00"", ""order"": 51}",,9405904,DINE_IN,GCASH,"[{""productId"": 8, ""name"": ""Liempo - Only"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:31.686183+08:00,2026-06-04T03:46:31.686183+08:00
52,"{""id"": 49, ""order_detail"": {""id"": 52, ""slip_number"": ""9405905"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": """", ""items_json"": [{""productId"": 8, ""name"": ""Liempo - Only"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""179.00"", ""completed_at"": ""2026-05-06T22:22:00+08:00"", ""order"": 52}",,9405905,DINE_IN,GCASH,"[{""productId"": 8, ""name"": ""Liempo - Only"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",179.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:31.672992+08:00,2026-06-04T03:46:31.672992+08:00
53,"{""id"": 50, ""order_detail"": {""id"": 53, ""slip_number"": ""9405909"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 5, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""1054.00"", ""completed_at"": ""2026-05-07T11:24:29.355413+08:00"", ""order"": 53}",,9405909,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 5, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}]",1054.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:31.659552+08:00,2026-06-04T03:46:31.659552+08:00
54,"{""id"": 51, ""order_detail"": {""id"": 54, ""slip_number"": ""9405910"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""388.00"", ""completed_at"": ""2026-05-07T13:12:34.488779+08:00"", ""order"": 54}",,9405910,DINE_IN,CASH,"[{""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",388.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:31.644520+08:00,2026-06-04T03:46:31.644520+08:00
55,"{""id"": 52, ""order_detail"": {""id"": 55, ""slip_number"": ""9405911"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""497.00"", ""completed_at"": ""2026-05-07T14:22:31.277858+08:00"", ""order"": 55}",,9405911,TAKE_OUT,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 0}]",497.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:31.631040+08:00,2026-06-04T03:46:31.631040+08:00
56,"{""id"": 54, ""order_detail"": {""id"": 56, ""slip_number"": ""9405912"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""2"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea"", ""price"": 39, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""198.00"", ""completed_at"": ""2026-05-07T15:04:04.135272+08:00"", ""order"": 56}",,9405912,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea"", ""price"": 39, ""quantity"": 1, ""discount"": 0}]",198.00,COMPLETED,walk-in,2,,False,REGULAR,2026-06-04T03:46:31.608658+08:00,2026-06-04T03:46:31.608658+08:00
57,"{""id"": 53, ""order_detail"": {""id"": 57, ""slip_number"": ""9405913"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""5"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea"", ""price"": 39, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""218.00"", ""completed_at"": ""2026-05-07T15:04:02.547303+08:00"", ""order"": 57}",,9405913,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea"", ""price"": 39, ""quantity"": 1, ""discount"": 0}]",218.00,COMPLETED,walk-in,5,,False,REGULAR,2026-06-04T03:46:31.594481+08:00,2026-06-04T03:46:31.594481+08:00
58,"{""id"": 55, ""order_detail"": {""id"": 58, ""slip_number"": ""9405914"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea"", ""price"": 39, ""quantity"": 3, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""972.00"", ""completed_at"": ""2026-05-07T17:22:39.979072+08:00"", ""order"": 58}",,9405914,DINE_IN,GCASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea"", ""price"": 39, ""quantity"": 3, ""discount"": 0}]",972.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:31.579954+08:00,2026-06-04T03:46:31.579954+08:00
59,"{""id"": 56, ""order_detail"": {""id"": 59, ""slip_number"": ""9405915"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea"", ""price"": 39, ""quantity"": 3}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""544.00"", ""completed_at"": ""2026-05-07T18:43:10.190526+08:00"", ""order"": 59}",,9405915,DINE_IN,GCASH,"[{""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea"", ""price"": 39, ""quantity"": 3}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1}]",544.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:31.567511+08:00,2026-06-04T03:46:31.567511+08:00
