id,transaction,android_id,slip_number,order_type,payment_method,items_json,total,status,source,table_number,customer_name,is_unpaid,order_mode,created_at,updated_at
749,"{""id"": 700, ""order_detail"": {""id"": 749, ""slip_number"": ""9740897"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 3, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""865.00"", ""completed_at"": ""2026-05-25T11:58:12.201940+08:00"", ""order"": 749}",,9740897,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 3, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}]",865.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.867216+08:00,2026-06-04T03:46:24.867216+08:00
750,"{""id"": 702, ""order_detail"": {""id"": 750, ""slip_number"": ""9740898"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""557.00"", ""completed_at"": ""2026-05-25T12:51:05.665320+08:00"", ""order"": 750}",,9740898,TAKE_OUT,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}]",557.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:24.856533+08:00,2026-06-04T03:46:24.856533+08:00
751,"{""id"": 701, ""order_detail"": {""id"": 751, ""slip_number"": ""9740899"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""368.00"", ""completed_at"": ""2026-05-25T12:24:26.613064+08:00"", ""order"": 751}",,9740899,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2, ""discount"": 0}]",368.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.854533+08:00,2026-06-04T03:46:24.854533+08:00
752,"{""id"": 703, ""order_detail"": {""id"": 752, ""slip_number"": ""9740900"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 4, ""name"": ""Royal - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""498.00"", ""completed_at"": ""2026-05-25T13:28:45.808215+08:00"", ""order"": 752}",,9740900,DINE_IN,GCASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 4, ""name"": ""Royal - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}]",498.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.848246+08:00,2026-06-04T03:46:24.848246+08:00
753,"{""id"": 704, ""order_detail"": {""id"": 753, ""slip_number"": ""9740901"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""39.00"", ""completed_at"": ""2026-05-25T14:39:45.770852+08:00"", ""order"": 753}",,9740901,DINE_IN,CASH,"[{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}]",39.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:24.837050+08:00,2026-06-04T03:46:24.837050+08:00
754,"{""id"": 705, ""order_detail"": {""id"": 754, ""slip_number"": ""9740902"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""388.00"", ""completed_at"": ""2026-05-25T17:50:09.606893+08:00"", ""order"": 754}",,9740902,DINE_IN,GCASH,"[{""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}]",388.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.834049+08:00,2026-06-04T03:46:24.834049+08:00
755,"{""id"": 706, ""order_detail"": {""id"": 755, ""slip_number"": ""9740903"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""323.00"", ""completed_at"": ""2026-05-25T17:50:38.961906+08:00"", ""order"": 755}",,9740903,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}]",323.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.828821+08:00,2026-06-04T03:46:24.828821+08:00
756,"{""id"": 709, ""order_detail"": {""id"": 756, ""slip_number"": ""9740904"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": """", ""items_json"": [{""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""129.00"", ""completed_at"": ""2026-05-25T18:11:11.263516+08:00"", ""order"": 756}",,9740904,DINE_IN,GCASH,"[{""productId"": 9, ""name"": ""BBQ - Only"", ""price"": 129, ""quantity"": 1, ""discount"": 0}]",129.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:24.824821+08:00,2026-06-04T03:46:24.824821+08:00
757,"{""id"": 707, ""order_detail"": {""id"": 757, ""slip_number"": ""9740905"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""397.00"", ""completed_at"": ""2026-05-25T18:05:23.832765+08:00"", ""order"": 757}",,9740905,DINE_IN,CASH,"[{""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 2, ""discount"": 0}]",397.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.817669+08:00,2026-06-04T03:46:24.817669+08:00
758,"{""id"": 708, ""order_detail"": {""id"": 758, ""slip_number"": ""9740906"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": """", ""items_json"": [{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""78.00"", ""completed_at"": ""2026-05-25T18:06:51.163248+08:00"", ""order"": 758}",,9740906,DINE_IN,GCASH,"[{""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}]",78.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:24.814669+08:00,2026-06-04T03:46:24.814669+08:00
759,"{""id"": 711, ""order_detail"": {""id"": 759, ""slip_number"": ""9740907"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""436.00"", ""completed_at"": ""2026-05-25T18:29:08.905813+08:00"", ""order"": 759}",,9740907,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 2, ""discount"": 0}]",436.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:24.807814+08:00,2026-06-04T03:46:24.807814+08:00
760,"{""id"": 710, ""order_detail"": {""id"": 760, ""slip_number"": ""9740908"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Only"", ""price"": 159, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""159.00"", ""completed_at"": ""2026-05-25T18:29:06.030656+08:00"", ""order"": 760}",,9740908,TAKE_OUT,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Only"", ""price"": 159, ""quantity"": 1, ""discount"": 0}]",159.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:24.797305+08:00,2026-06-04T03:46:24.797305+08:00
761,"{""id"": 712, ""order_detail"": {""id"": 761, ""slip_number"": ""9740909"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""204.00"", ""completed_at"": ""2026-05-25T18:44:08.713086+08:00"", ""order"": 761}",,9740909,DINE_IN,CASH,"[{""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",204.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.794305+08:00,2026-06-04T03:46:24.794305+08:00
762,"{""id"": 713, ""order_detail"": {""id"": 762, ""slip_number"": ""9740910"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 3, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""606.00"", ""completed_at"": ""2026-05-25T18:55:56.014914+08:00"", ""order"": 762}",,9740910,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 3, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 1, ""discount"": 0}]",606.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:24.787343+08:00,2026-06-04T03:46:24.787343+08:00
763,"{""id"": 714, ""order_detail"": {""id"": 763, ""slip_number"": ""9740911"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 12, ""name"": ""Water - Bottled"", ""price"": 20, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""328.00"", ""completed_at"": ""2026-05-25T19:05:50.158826+08:00"", ""order"": 763}",,9740911,DINE_IN,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 12, ""name"": ""Water - Bottled"", ""price"": 20, ""quantity"": 1, ""discount"": 0}]",328.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.784338+08:00,2026-06-04T03:46:24.784338+08:00
764,"{""id"": 715, ""order_detail"": {""id"": 764, ""slip_number"": ""9740912"", ""order_type"": ""TAKE_OUT"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""149.00"", ""completed_at"": ""2026-05-25T19:38:00.195864+08:00"", ""order"": 764}",,9740912,TAKE_OUT,CASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}]",149.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:24.778827+08:00,2026-06-04T03:46:24.778827+08:00
765,"{""id"": 716, ""order_detail"": {""id"": 765, ""slip_number"": ""9740913"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""3"", ""items_json"": [{""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""378.00"", ""completed_at"": ""2026-05-25T19:56:15.724649+08:00"", ""order"": 765}",,9740913,DINE_IN,CASH,"[{""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}]",378.00,COMPLETED,walk-in,3,,False,REGULAR,2026-06-04T03:46:24.767574+08:00,2026-06-04T03:46:24.767574+08:00
766,"{""id"": 717, ""order_detail"": {""id"": 766, ""slip_number"": ""9740914"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""139.00"", ""completed_at"": ""2026-05-25T20:12:39.706462+08:00"", ""order"": 766}",,9740914,DINE_IN,CASH,"[{""productId"": 9, ""name"": ""BBQ - Meal"", ""price"": 139, ""quantity"": 1, ""discount"": 0}]",139.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:24.765068+08:00,2026-06-04T03:46:24.765068+08:00
767,"{""id"": 718, ""order_detail"": {""id"": 767, ""slip_number"": ""9740915"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""408.00"", ""completed_at"": ""2026-05-25T20:12:44.636429+08:00"", ""order"": 767}",,9740915,DINE_IN,CASH,"[{""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}, {""productId"": 10, ""name"": ""Leg - Unli"", ""price"": 159, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2, ""discount"": 0}]",408.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.754339+08:00,2026-06-04T03:46:24.754339+08:00
768,"{""id"": 719, ""order_detail"": {""id"": 768, ""slip_number"": ""9740916"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 1, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""268.00"", ""completed_at"": ""2026-05-25T20:18:35.278399+08:00"", ""order"": 768}",,9740916,DINE_IN,CASH,"[{""productId"": 11, ""name"": ""Wings - Meal"", ""price"": 129, ""quantity"": 1, ""discount"": 0}, {""productId"": 11, ""name"": ""Wings - Unli"", ""price"": 139, ""quantity"": 1, ""discount"": 0}]",268.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.746231+08:00,2026-06-04T03:46:24.746231+08:00
769,"{""id"": 720, ""order_detail"": {""id"": 769, ""slip_number"": ""9740917"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""577.00"", ""completed_at"": ""2026-05-25T20:35:42.963158+08:00"", ""order"": 769}",,9740917,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Meal"", ""price"": 189, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2, ""discount"": 0}]",577.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.727547+08:00,2026-06-04T03:46:24.727547+08:00
770,"{""id"": 721, ""order_detail"": {""id"": 770, ""slip_number"": ""9740918"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""567.00"", ""completed_at"": ""2026-05-25T22:39:49.298436+08:00"", ""order"": 770}",,9740918,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 1, ""discount"": 0}, {""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 2, ""discount"": 0}]",567.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:24.724038+08:00,2026-06-04T03:46:24.724038+08:00
771,"{""id"": 722, ""order_detail"": {""id"": 771, ""slip_number"": ""9740919"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": """", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Only"", ""price"": 159, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""159.00"", ""completed_at"": ""2026-05-26T13:59:26.364385+08:00"", ""order"": 771}",,9740919,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Only"", ""price"": 159, ""quantity"": 1, ""discount"": 0}]",159.00,COMPLETED,walk-in,,,False,REGULAR,2026-06-04T03:46:24.714217+08:00,2026-06-04T03:46:24.714217+08:00
772,"{""id"": 723, ""order_detail"": {""id"": 772, ""slip_number"": ""9740920"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""468.00"", ""completed_at"": ""2026-05-26T14:18:33.530994+08:00"", ""order"": 772}",,9740920,DINE_IN,GCASH,"[{""productId"": 10, ""name"": ""Leg - Meal"", ""price"": 149, ""quantity"": 1, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - 1.5"", ""price"": 120, ""quantity"": 1, ""discount"": 0}, {""productId"": 8, ""name"": ""Liempo - Unli"", ""price"": 199, ""quantity"": 1, ""discount"": 0}]",468.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.705657+08:00,2026-06-04T03:46:24.705657+08:00
773,"{""id"": 724, ""order_detail"": {""id"": 773, ""slip_number"": ""19"", ""order_type"": ""DINE_IN"", ""payment_method"": """", ""table_number"": """", ""items_json"": [{""productId"": 11, ""name"": ""Wings - Only"", ""price"": 119, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""EMPLOYEE""}, ""android_id"": null, ""total"": ""119.00"", ""completed_at"": ""2026-05-26T14:24:52.075157+08:00"", ""order"": 773}",,19,DINE_IN,,"[{""productId"": 11, ""name"": ""Wings - Only"", ""price"": 119, ""quantity"": 1, ""discount"": 0}]",119.00,COMPLETED,walk-in,,,False,EMPLOYEE,2026-06-04T03:46:24.696220+08:00,2026-06-04T03:46:24.696220+08:00
774,"{""id"": 725, ""order_detail"": {""id"": 774, ""slip_number"": ""9740920"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""4"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""194.00"", ""completed_at"": ""2026-05-26T15:02:32.292651+08:00"", ""order"": 774}",,9740920,DINE_IN,GCASH,"[{""productId"": 7, ""name"": ""Pechopak - Meal"", ""price"": 169, ""quantity"": 1, ""discount"": 0}, {""productId"": 5, ""name"": ""Sprite - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}]",194.00,COMPLETED,walk-in,4,,False,REGULAR,2026-06-04T03:46:24.686170+08:00,2026-06-04T03:46:24.686170+08:00
775,"{""id"": 726, ""order_detail"": {""id"": 775, ""slip_number"": ""9740921"", ""order_type"": ""DINE_IN"", ""payment_method"": ""GCASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""422.00"", ""completed_at"": ""2026-05-26T16:10:05.536950+08:00"", ""order"": 775}",,9740921,DINE_IN,GCASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 1, ""name"": ""Coke - Mismo"", ""price"": 25, ""quantity"": 1, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Glass"", ""price"": 39, ""quantity"": 1, ""discount"": 0}]",422.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.684021+08:00,2026-06-04T03:46:24.684021+08:00
776,"{""id"": 727, ""order_detail"": {""id"": 776, ""slip_number"": ""9740922"", ""order_type"": ""DINE_IN"", ""payment_method"": ""CASH"", ""table_number"": ""1"", ""items_json"": [{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 1, ""discount"": 0}], ""order_mode"": ""REGULAR""}, ""android_id"": null, ""total"": ""487.00"", ""completed_at"": ""2026-05-26T16:30:22.635817+08:00"", ""order"": 776}",,9740922,DINE_IN,CASH,"[{""productId"": 7, ""name"": ""Pechopak - Unli"", ""price"": 179, ""quantity"": 2, ""discount"": 0}, {""productId"": 3, ""name"": ""Icetea - Icetea Pitcher"", ""price"": 129, ""quantity"": 1, ""discount"": 0}]",487.00,COMPLETED,walk-in,1,,False,REGULAR,2026-06-04T03:46:24.674357+08:00,2026-06-04T03:46:24.674357+08:00
